web-ifc: 0.0.34 threading: 0
"expressID","type","GlobalId","OwnerHistory","Name","Description","ObjectType","ObjectPlacement","Representation","Tag","PredefinedType","OverallHeight","OverallWidth","PartitioningType","UserDefinedPartitioningType"
13529,2391406946,"3cAt3keOr5IAqWcOfbuNAx","{""expressID"":25,""type"":1207048766,""OwningUser"":{""expressID"":20,""type"":101040310,""ThePerson"":{""expressID"":8,""type"":2077209135,""Identification"":""null"",""FamilyName"":""null"",""GivenName"":""architect"",""MiddleNames"":""null"",""PrefixTitles"":""null"",""SuffixTitles"":""null"",""Roles"":""null"",""Addresses"":[{""expressID"":4,""type"":3355820592,""Purpose"":""USERDEFINED"",""Description"":""null"",""UserDefinedPurpose"":""Architect Postal Address"",""InternalLocation"":""null"",""AddressLines"":[""Amsterdamsestraatweg 43""],""PostalBox"":""null"",""Town"":""Amersfoort"",""Region"":""null"",""PostalCode"":""3812 RP"",""Country"":""null""}]},""TheOrganization"":{""expressID"":14,""type"":4251960020,""Identification"":""null"",""Name"":""ROOT bv"",""Description"":""null"",""Roles"":""null"",""Addresses"":[{""expressID"":12,""type"":3355820592,""Purpose"":""USERDEFINED"",""Description"":""null"",""UserDefinedPurpose"":""Architect Postal Address"",""InternalLocation"":""null"",""AddressLines"":[""Amsterdamsestraatweg 43""],""PostalBox"":""null"",""Town"":""Amersfoort"",""Region"":""null"",""PostalCode"":""3812 RP"",""Country"":""null""}]},""Roles"":""null""},""OwningApplication"":{""expressID"":24,""type"":639542469,""ApplicationDeveloper"":{""expressID"":23,""type"":4251960020,""Identification"":""GS"",""Name"":""Graphisoft"",""Description"":""Graphisoft"",""Roles"":""null"",""Addresses"":""null""},""Version"":""18.0.0"",""ApplicationFullName"":""ArchiCAD-64"",""ApplicationIdentifier"":""IFC2x3 add-on version: 6000 NED FULL""},""State"":""null"",""ChangeAction"":""ADDED"",""LastModifiedDate"":""null"",""LastModifyingUser"":""null"",""LastModifyingApplication"":""null"",""CreationDate"":1440679749}","opgaand werk","null","null","{""expressID"":13457,""type"":2624227202,""PlacementRelTo"":{""expressID"":128,""type"":2624227202,""PlacementRelTo"":{""expressID"":106,""type"":2624227202,""PlacementRelTo"":{""expressID"":71,""type"":2624227202,""PlacementRelTo"":""null"",""RelativePlacement"":{""expressID"":70,""type"":2740243338,""Location"":{""expressID"":68,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":66,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":64,""type"":32440307,""DirectionRatios"":[1,0,0]}}},""RelativePlacement"":{""expressID"":105,""type"":2740243338,""Location"":{""expressID"":103,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":101,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":99,""type"":32440307,""DirectionRatios"":[1,0,0]}}},""RelativePlacement"":{""expressID"":127,""type"":2740243338,""Location"":{""expressID"":125,""type"":1123145078,""Coordinates"":[0,0,-1000]},""Axis"":{""expressID"":123,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":121,""type"":32440307,""DirectionRatios"":[1,0,0]}}},""RelativePlacement"":{""expressID"":13456,""type"":2740243338,""Location"":{""expressID"":13454,""type"":1123145078,""Coordinates"":[5100,3800,250]},""Axis"":{""expressID"":13452,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":13450,""type"":32440307,""DirectionRatios"":[-1,0,0]}}}","{""expressID"":13524,""type"":673634403,""Name"":""null"",""Description"":""null"",""Representations"":[{""expressID"":13507,""type"":4240577450,""ContextOfItems"":{""expressID"":155,""type"":4142052618,""ContextIdentifier"":""Body"",""ContextType"":""Model"",""CoordinateSpaceDimension"":{""type"":0},""Precision"":{""type"":0},""WorldCoordinateSystem"":{""type"":0},""TrueNorth"":{""type"":0},""ParentContext"":{""expressID"":53,""type"":3448662350,""ContextIdentifier"":""null"",""ContextType"":""Model"",""CoordinateSpaceDimension"":3,""Precision"":0.000010000000000000006,""WorldCoordinateSystem"":{""expressID"":50,""type"":2740243338,""Location"":{""expressID"":48,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":46,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":44,""type"":32440307,""DirectionRatios"":[1,0,0]}},""TrueNorth"":{""expressID"":51,""type"":32440307,""DirectionRatios"":[0,1]}},""TargetScale"":""null"",""TargetView"":""MODEL_VIEW"",""UserDefinedTargetView"":""null""},""RepresentationIdentifier"":""Body"",""RepresentationType"":""Brep"",""Items"":[{""expressID"":13506,""type"":807026263,""Outer"":{""expressID"":13504,""type"":2205249479,""CfsFaces"":[{""expressID"":13469,""type"":2556980723,""Bounds"":[{""expressID"":13468,""type"":803316827,""Bound"":{""expressID"":13466,""type"":2924175390,""Polygon"":[{""expressID"":13458,""type"":1123145078,""Coordinates"":[649.999999233,50,510]},{""expressID"":13460,""type"":1123145078,""Coordinates"":[49.9998604729,50,510]},{""expressID"":13462,""type"":1123145078,""Coordinates"":[49.9998604729,-50,{""type"":4,""value"":510}]},{""expressID"":13464,""type"":1123145078,""Coordinates"":[740.243895865,{""type"":4,""value"":-50},{""type"":4,""value"":510}]}]},""Orientation"":""T""}]},{""expressID"":13478,""type"":2556980723,""Bounds"":[{""expressID"":13477,""type"":803316827,""Bound"":{""expressID"":13475,""type"":2924175390,""Polygon"":[{""expressID"":13471,""type"":1123145078,""Coordinates"":[649.999999233,50,0]},{""expressID"":13473,""type"":1123145078,""Coordinates"":[49.9998604729,50,{""type"":4,""value"":0}]},{""expressID"":13460,""type"":1123145078,""Coordinates"":[49.9998604729,{""type"":4,""value"":50},{""type"":4,""value"":510}]},{""expressID"":13458,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":649.999999233},{""type"":4,""value"":50},{""type"":4,""value"":510}]}]},""Orientation"":""T""}]},{""expressID"":13485,""type"":2556980723,""Bounds"":[{""expressID"":13484,""type"":803316827,""Bound"":{""expressID"":13482,""type"":2924175390,""Polygon"":[{""expressID"":13462,""type"":1123145078,""Coordinates"":[49.9998604729,-50,{""type"":4,""value"":510}]},{""expressID"":13460,""type"":1123145078,""Coordinates"":[49.9998604729,{""type"":4,""value"":50},{""type"":4,""value"":510}]},{""expressID"":13473,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":49.9998604729},{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13480,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":49.9998604729},{""type"":4,""value"":-50},{""type"":4,""value"":0}]}]},""Orientation"":""T""}]},{""expressID"":13492,""type"":2556980723,""Bounds"":[{""expressID"":13491,""type"":803316827,""Bound"":{""expressID"":13489,""type"":2924175390,""Polygon"":[{""expressID"":13464,""type"":1123145078,""Coordinates"":[740.243895865,{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13462,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":49.9998604729},{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13480,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":49.9998604729},{""type"":4,""value"":-50},{""type"":4,""value"":0}]},{""expressID"":13487,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":740.243895865},{""type"":4,""value"":-50},{""type"":4,""value"":0}]}]},""Orientation"":""T""}]},{""expressID"":13497,""type"":2556980723,""Bounds"":[{""expressID"":13496,""type"":803316827,""Bound"":{""expressID"":13494,""type"":2924175390,""Polygon"":[{""expressID"":13464,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":740.243895865},{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13487,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":740.243895865},{""type"":4,""value"":-50},{""type"":4,""value"":0}]},{""expressID"":13471,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":649.999999233},{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13458,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":649.999999233},{""type"":4,""value"":50},{""type"":4,""value"":510}]}]},""Orientation"":{""type"":3,""value"":""T""}}]},{""expressID"":13502,""type"":2556980723,""Bounds"":[{""expressID"":13501,""type"":803316827,""Bound"":{""expressID"":13499,""type"":2924175390,""Polygon"":[{""expressID"":13487,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":740.243895865},{""type"":4,""value"":-50},{""type"":4,""value"":0}]},{""expressID"":13480,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":49.9998604729},{""type"":4,""value"":-50},{""type"":4,""value"":0}]},{""expressID"":13473,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":49.9998604729},{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13471,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":649.999999233},{""type"":4,""value"":50},{""type"":4,""value"":0}]}]},""Orientation"":{""type"":3,""value"":""T""}}]}]}}]},{""expressID"":13513,""type"":4240577450,""ContextOfItems"":{""expressID"":198,""type"":4142052618,""ContextIdentifier"":""Box"",""ContextType"":""Plan"",""CoordinateSpaceDimension"":{""type"":0},""Precision"":{""type"":0},""WorldCoordinateSystem"":{""type"":0},""TrueNorth"":{""type"":0},""ParentContext"":{""expressID"":197,""type"":3448662350,""ContextIdentifier"":""null"",""ContextType"":""Plan"",""CoordinateSpaceDimension"":3,""Precision"":0.000010000000000000006,""WorldCoordinateSystem"":{""expressID"":194,""type"":2740243338,""Location"":{""expressID"":192,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":190,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":188,""type"":32440307,""DirectionRatios"":[1,0,0]}},""TrueNorth"":{""expressID"":195,""type"":32440307,""DirectionRatios"":[0,1]}},""TargetScale"":""null"",""TargetView"":""PLAN_VIEW"",""UserDefinedTargetView"":""null""},""RepresentationIdentifier"":""Box"",""RepresentationType"":""BoundingBox"",""Items"":[{""expressID"":13512,""type"":2581212453,""Corner"":{""expressID"":13510,""type"":1123145078,""Coordinates"":[49.9998604729,-50,0]},""XDim"":690.244035392,""YDim"":100,""ZDim"":510}]},{""expressID"":13521,""type"":4240577450,""ContextOfItems"":{""expressID"":206,""type"":4142052618,""ContextIdentifier"":""Axis"",""ContextType"":""Model"",""CoordinateSpaceDimension"":{""type"":0},""Precision"":{""type"":0},""WorldCoordinateSystem"":{""type"":0},""TrueNorth"":{""type"":0},""ParentContext"":{""expressID"":53,""type"":3448662350,""ContextIdentifier"":""null"",""ContextType"":""Model"",""CoordinateSpaceDimension"":3,""Precision"":0.000010000000000000006,""WorldCoordinateSystem"":{""expressID"":50,""type"":2740243338,""Location"":{""expressID"":48,""type"":1123145078,""Coordinates"":[0,0,{""type"":4,""value"":0}]},""Axis"":{""expressID"":46,""type"":32440307,""DirectionRatios"":[0,0,{""type"":4,""value"":1}]},""RefDirection"":{""expressID"":44,""type"":32440307,""DirectionRatios"":[1,0,{""type"":4,""value"":0}]}},""TrueNorth"":{""expressID"":51,""type"":32440307,""DirectionRatios"":[0,1]}},""TargetScale"":""null"",""TargetView"":""MODEL_VIEW"",""UserDefinedTargetView"":""null""},""RepresentationIdentifier"":""Axis"",""RepresentationType"":""Curve2D"",""Items"":[{""expressID"":13519,""type"":3724593414,""Points"":[{""expressID"":13515,""type"":1123145078,""Coordinates"":[0,0]},{""expressID"":13517,""type"":1123145078,""Coordinates"":[627.772187195,{""type"":4,""value"":0}]}]}]}]}","E62B70EE-A18D-4548-AD20-998A65E172BB","null",,,,
13740,2391406946,"1nZz9768j4pAFS7rcljTUA","{""expressID"":25,""type"":1207048766,""OwningUser"":{""expressID"":20,""type"":101040310,""ThePerson"":{""expressID"":8,""type"":2077209135,""Identification"":""null"",""FamilyName"":""null"",""GivenName"":""architect"",""MiddleNames"":""null"",""PrefixTitles"":""null"",""SuffixTitles"":""null"",""Roles"":""null"",""Addresses"":[{""expressID"":4,""type"":3355820592,""Purpose"":""USERDEFINED"",""Description"":""null"",""UserDefinedPurpose"":""Architect Postal Address"",""InternalLocation"":""null"",""AddressLines"":[""Amsterdamsestraatweg 43""],""PostalBox"":""null"",""Town"":""Amersfoort"",""Region"":""null"",""PostalCode"":""3812 RP"",""Country"":""null""}]},""TheOrganization"":{""expressID"":14,""type"":4251960020,""Identification"":""null"",""Name"":""ROOT bv"",""Description"":""null"",""Roles"":""null"",""Addresses"":[{""expressID"":12,""type"":3355820592,""Purpose"":""USERDEFINED"",""Description"":""null"",""UserDefinedPurpose"":""Architect Postal Address"",""InternalLocation"":""null"",""AddressLines"":[""Amsterdamsestraatweg 43""],""PostalBox"":""null"",""Town"":""Amersfoort"",""Region"":""null"",""PostalCode"":""3812 RP"",""Country"":""null""}]},""Roles"":""null""},""OwningApplication"":{""expressID"":24,""type"":639542469,""ApplicationDeveloper"":{""expressID"":23,""type"":4251960020,""Identification"":""GS"",""Name"":""Graphisoft"",""Description"":""Graphisoft"",""Roles"":""null"",""Addresses"":""null""},""Version"":""18.0.0"",""ApplicationFullName"":""ArchiCAD-64"",""ApplicationIdentifier"":""IFC2x3 add-on version: 6000 NED FULL""},""State"":""null"",""ChangeAction"":""ADDED"",""LastModifiedDate"":""null"",""LastModifyingUser"":""null"",""LastModifyingApplication"":""null"",""CreationDate"":1440679749}","opgaand werk","null","null","{""expressID"":13668,""type"":2624227202,""PlacementRelTo"":{""expressID"":128,""type"":2624227202,""PlacementRelTo"":{""expressID"":106,""type"":2624227202,""PlacementRelTo"":{""expressID"":71,""type"":2624227202,""PlacementRelTo"":""null"",""RelativePlacement"":{""expressID"":70,""type"":2740243338,""Location"":{""expressID"":68,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":66,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":64,""type"":32440307,""DirectionRatios"":[1,0,0]}}},""RelativePlacement"":{""expressID"":105,""type"":2740243338,""Location"":{""expressID"":103,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":101,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":99,""type"":32440307,""DirectionRatios"":[1,0,0]}}},""RelativePlacement"":{""expressID"":127,""type"":2740243338,""Location"":{""expressID"":125,""type"":1123145078,""Coordinates"":[0,0,-1000]},""Axis"":{""expressID"":123,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":121,""type"":32440307,""DirectionRatios"":[1,0,0]}}},""RelativePlacement"":{""expressID"":13667,""type"":2740243338,""Location"":{""expressID"":13665,""type"":1123145078,""Coordinates"":[3760.00003479,4589.22542643,250]},""Axis"":{""expressID"":13663,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":13661,""type"":32440307,""DirectionRatios"":[0.6699644969510001,-0.7423931389940001,0]}}}","{""expressID"":13735,""type"":673634403,""Name"":""null"",""Description"":""null"",""Representations"":[{""expressID"":13718,""type"":4240577450,""ContextOfItems"":{""expressID"":155,""type"":4142052618,""ContextIdentifier"":""Body"",""ContextType"":""Model"",""CoordinateSpaceDimension"":{""type"":0},""Precision"":{""type"":0},""WorldCoordinateSystem"":{""type"":0},""TrueNorth"":{""type"":0},""ParentContext"":{""expressID"":53,""type"":3448662350,""ContextIdentifier"":""null"",""ContextType"":""Model"",""CoordinateSpaceDimension"":3,""Precision"":0.000010000000000000006,""WorldCoordinateSystem"":{""expressID"":50,""type"":2740243338,""Location"":{""expressID"":48,""type"":1123145078,""Coordinates"":[0,0,0]},""Axis"":{""expressID"":46,""type"":32440307,""DirectionRatios"":[0,0,1]},""RefDirection"":{""expressID"":44,""type"":32440307,""DirectionRatios"":[1,0,0]}},""TrueNorth"":{""expressID"":51,""type"":32440307,""DirectionRatios"":[0,1]}},""TargetScale"":""null"",""TargetView"":""MODEL_VIEW"",""UserDefinedTargetView"":""null""},""RepresentationIdentifier"":""Body"",""RepresentationType"":""Brep"",""Items"":[{""expressID"":13717,""type"":807026263,""Outer"":{""expressID"":13715,""type"":2205249479,""CfsFaces"":[{""expressID"":13680,""type"":2556980723,""Bounds"":[{""expressID"":13679,""type"":803316827,""Bound"":{""expressID"":13677,""type"":2924175390,""Polygon"":[{""expressID"":13669,""type"":1123145078,""Coordinates"":[950.611158048,-50,0]},{""expressID"":13671,""type"":1123145078,""Coordinates"":[-19.2253935095,-50,{""type"":4,""value"":0}]},{""expressID"":13673,""type"":1123145078,""Coordinates"":[-130.036350037,{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13675,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1040.85505468},{""type"":4,""value"":50},{""type"":4,""value"":0}]}]},""Orientation"":""T""}]},{""expressID"":13689,""type"":2556980723,""Bounds"":[{""expressID"":13688,""type"":803316827,""Bound"":{""expressID"":13686,""type"":2924175390,""Polygon"":[{""expressID"":13682,""type"":1123145078,""Coordinates"":[950.611158048,-50,{""type"":4,""value"":510}]},{""expressID"":13684,""type"":1123145078,""Coordinates"":[-19.2253935095,{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13671,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-19.2253935095},{""type"":4,""value"":-50},{""type"":4,""value"":0}]},{""expressID"":13669,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":950.611158048},{""type"":4,""value"":-50},{""type"":4,""value"":0}]}]},""Orientation"":""T""}]},{""expressID"":13696,""type"":2556980723,""Bounds"":[{""expressID"":13695,""type"":803316827,""Bound"":{""expressID"":13693,""type"":2924175390,""Polygon"":[{""expressID"":13673,""type"":1123145078,""Coordinates"":[-130.036350037,{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13671,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-19.2253935095},{""type"":4,""value"":-50},{""type"":4,""value"":0}]},{""expressID"":13684,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-19.2253935095},{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13691,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-130.036350037},{""type"":4,""value"":50},{""type"":4,""value"":510}]}]},""Orientation"":""T""}]},{""expressID"":13703,""type"":2556980723,""Bounds"":[{""expressID"":13702,""type"":803316827,""Bound"":{""expressID"":13700,""type"":2924175390,""Polygon"":[{""expressID"":13675,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1040.85505468},{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13673,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-130.036350037},{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13691,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-130.036350037},{""type"":4,""value"":50},{""type"":4,""value"":510}]},{""expressID"":13698,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1040.85505468},{""type"":4,""value"":50},{""type"":4,""value"":510}]}]},""Orientation"":{""type"":3,""value"":""T""}}]},{""expressID"":13708,""type"":2556980723,""Bounds"":[{""expressID"":13707,""type"":803316827,""Bound"":{""expressID"":13705,""type"":2924175390,""Polygon"":[{""expressID"":13675,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1040.85505468},{""type"":4,""value"":50},{""type"":4,""value"":0}]},{""expressID"":13698,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1040.85505468},{""type"":4,""value"":50},{""type"":4,""value"":510}]},{""expressID"":13682,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":950.611158048},{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13669,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":950.611158048},{""type"":4,""value"":-50},{""type"":4,""value"":0}]}]},""Orientation"":{""type"":3,""value"":""T""}}]},{""expressID"":13713,""type"":2556980723,""Bounds"":[{""expressID"":13712,""type"":803316827,""Bound"":{""expressID"":13710,""type"":2924175390,""Polygon"":[{""expressID"":13698,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1040.85505468},{""type"":4,""value"":50},{""type"":4,""value"":510}]},{""expressID"":13691,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-130.036350037},{""type"":4,""value"":50},{""type"":4,""value"":510}]},{""expressID"":13684,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":-19.2253935095},{""type"":4,""value"":-50},{""type"":4,""value"":510}]},{""expressID"":13682,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":950.611158048},{""type"":4,""value"":-50},{""type"":4,""value"":510}]}]},""Orientation"":{""type"":3,""value"":""T""}}]}]}}]},{""expressID"":13724,""type"":4240577450,""ContextOfItems"":{""expressID"":198,""type"":4142052618,""ContextIdentifier"":""Box"",""ContextType"":""Plan"",""CoordinateSpaceDimension"":{""type"":0},""Precision"":{""type"":0},""WorldCoordinateSystem"":{""type"":0},""TrueNorth"":{""type"":0},""ParentContext"":{""expressID"":197,""type"":3448662350,""ContextIdentifier"":""null"",""ContextType"":""Plan"",""CoordinateSpaceDimension"":3,""Precision"":0.000010000000000000006,""WorldCoordinateSystem"":{""expressID"":194,""type"":2740243338,""Location"":{""expressID"":192,""type"":1123145078,""Coordinates"":[0,0,{""type"":4,""value"":0}]},""Axis"":{""expressID"":190,""type"":32440307,""DirectionRatios"":[0,0,{""type"":4,""value"":1}]},""RefDirection"":{""expressID"":188,""type"":32440307,""DirectionRatios"":[1,0,{""type"":4,""value"":0}]}},""TrueNorth"":{""expressID"":195,""type"":32440307,""DirectionRatios"":[0,1]}},""TargetScale"":""null"",""TargetView"":""PLAN_VIEW"",""UserDefinedTargetView"":""null""},""RepresentationIdentifier"":""Box"",""RepresentationType"":""BoundingBox"",""Items"":[{""expressID"":13723,""type"":2581212453,""Corner"":{""expressID"":13721,""type"":1123145078,""Coordinates"":[-130.036350037,-50,{""type"":4,""value"":0}]},""XDim"":1170.89140472,""YDim"":100,""ZDim"":510}]},{""expressID"":13732,""type"":4240577450,""ContextOfItems"":{""expressID"":206,""type"":4142052618,""ContextIdentifier"":""Axis"",""ContextType"":""Model"",""CoordinateSpaceDimension"":{""type"":0},""Precision"":{""type"":0},""WorldCoordinateSystem"":{""type"":0},""TrueNorth"":{""type"":0},""ParentContext"":{""expressID"":53,""type"":3448662350,""ContextIdentifier"":""null"",""ContextType"":""Model"",""CoordinateSpaceDimension"":3,""Precision"":0.000010000000000000006,""WorldCoordinateSystem"":{""expressID"":50,""type"":2740243338,""Location"":{""expressID"":48,""type"":1123145078,""Coordinates"":[0,{""type"":4,""value"":0},{""type"":4,""value"":0}]},""Axis"":{""expressID"":46,""type"":32440307,""DirectionRatios"":[0,{""type"":4,""value"":0},{""type"":4,""value"":1}]},""RefDirection"":{""expressID"":44,""type"":32440307,""DirectionRatios"":[1,{""type"":4,""value"":0},{""type"":4,""value"":0}]}},""TrueNorth"":{""expressID"":51,""type"":32440307,""DirectionRatios"":[0,{""type"":4,""value"":1}]}},""TargetScale"":""null"",""TargetView"":""MODEL_VIEW"",""UserDefinedTargetView"":""null""},""RepresentationIdentifier"":""Axis"",""RepresentationType"":""Curve2D"",""Items"":[{""expressID"":13730,""type"":3724593414,""Points"":[{""expressID"":13726,""type"":1123145078,""Coordinates"":[0,{""type"":4,""value"":0}]},{""expressID"":13728,""type"":1123145078,""Coordinates"":[{""type"":4,""value"":1063.08286672},{""type"":4,""value"":0}]}]}]}]}","718FD247-188B-44CC-A3DC-1F59AFB5D78A","null",,,,
